short_name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,work_rate,player_tags,team_position,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,player_traits
S. Kutschke,30,194,95,Germany,FC Ingolstadt 04,68,68,Right,Medium/Medium,"#Aerial Threat, #Strength",RS,2017-07-01,2021,,,53,71,44,52,38,81,"Diver, Long Passer (CPU AI Only)"
K. Moore,26,196,83,England,Wigan Athletic,68,68,Right,Medium/Medium,"#Aerial Threat, #Strength",SUB,2019-08-05,2022,,,75,65,57,60,47,77,Injury Free
C. Amissi,29,172,70,Burundi,Al Taawoun,68,68,Right,Medium/Medium,,LDM,2017-07-01,2021,,,74,68,62,67,61,72,
D. Cerén,29,177,73,El Salvador,Houston Dynamo,68,68,Right,Medium/Medium,,SUB,2018-02-07,2024,,,53,57,63,62,64,69,Leadership
Mamadu Candé,27,173,77,Guinea Bissau,Santa Clara,68,68,Left,High/Medium,,SUB,2018-07-01,2020,,,76,39,62,61,63,77,
S. Gonda,30,187,83,Japan,Portimonense SC,68,68,Right,Medium/Medium,,SUB,2019-01-29,2021,,,,,,,,,
H. Takahashi,31,184,75,Japan,Sagan Tosu,68,68,Right,Medium/Medium,,RCB,2018-01-16,2024,,,48,51,61,59,67,72,Diver
J. Zacaría,29,172,76,Argentina,Universidad de Chile,68,68,Left,High/High,,SUB,2016-07-29,2024,,,74,66,66,70,51,57,"Power Free-Kick, Early Crosser"
J. Aguirre,27,175,69,Argentina,Rosario Central,68,68,Left,Medium/Medium,#Speedster,SUB,2018-01-01,2020,,,94,58,60,71,43,64,"Injury Free, Selfish, Early Crosser"
J. Molangoane,31,162,65,South Africa,Kaizer Chiefs,68,68,Right,Medium/Medium,,SUB,2016-12-02,2024,,,77,60,69,68,49,40,
Y. Baraye,27,177,76,Senegal,Parma,68,68,Right,Medium/High,,SUB,2015-08-30,2024,,,83,60,63,71,48,53,
Luismi,27,179,79,Spain,Real Valladolid CF,68,68,Right,Medium/High,,SUB,2016-07-01,2021,,,53,33,56,58,67,72,Power Free-Kick
D. Gómez,30,172,65,Colombia,La Equidad,68,68,Right,High/Low,,SUB,2019-07-12,2020,,,73,59,65,72,42,50,Crowd Favourite
E. Hernández,33,185,86,Uruguay,Envigado FC,68,68,Right,Medium/Medium,,GK,2019-07-18,2022,,,,,,,,,"Flair, Acrobatic Clearance, Flair Passes"
R. Lindkvist,29,183,74,Sweden,AIK,68,68,Left,High/High,#Speedster,SUB,2017-07-15,2020,,,91,55,64,63,59,71,Early Crosser
Liu Binbin,26,177,66,China PR,Shandong Luneng TaiShan FC,68,68,Right,Medium/Low,,SUB,2012-01-01,2021,,,75,66,61,68,43,67,"Early Crosser, Giant Throw-in"
V. Bozhikov,31,185,80,Bulgaria,Bulgaria,68,68,Left,Medium/High,,,,,LCB,15,67,35,52,51,67,72,
Ren Hang,30,185,80,China PR,Hebei China Fortune FC,68,68,Left,Medium/Medium,,LCB,2017-01-01,2021,,,70,49,59,60,66,75,Long Passer (CPU AI Only)
Sun Ke,29,180,70,China PR,Tianjin Quanjian FC,68,68,Right,High/Medium,,SUB,2016-01-12,2020,,,76,65,62,68,57,68,"Early Crosser, Outside Foot Shot"
Jiang Zhipeng,30,178,67,China PR,Hebei China Fortune FC,68,68,Left,High/Medium,,LB,2018-01-18,2022,,,79,57,68,67,64,65,Dives Into Tackles (CPU AI Only)
T. Aoyama,33,174,75,Japan,Sanfrecce Hiroshima,68,68,Right,Medium/Medium,,SUB,2004-01-01,2024,,,51,59,70,65,66,68,"Avoids Using Weaker Foot, Leadership, Argues with Officials, Giant Throw-in"
C. Osmanpaşa,31,182,77,Turkey,Sivasspor,68,68,Right,Medium/Medium,,LCB,2019-07-08,2021,,,51,32,54,58,69,71,
O. Ovacıklı,30,179,71,Turkey,Çaykur Rizespor,68,68,Right,Low/High,,SUB,2012-06-30,2021,,,64,39,61,63,67,64,
K. Avcı,29,176,70,Turkey,Gazişehir Gaziantep F.K.,68,68,Left,High/Medium,,RES,2018-08-31,2020,,,63,61,68,68,38,57,
A. Mateiu,29,175,74,Romania,Universitatea Craiova,68,68,Right,High/Medium,,SUB,2014-07-01,2024,,,73,65,60,73,60,71,
B. Zech,28,186,73,Austria,Pogoń Szczecin,68,68,Right,Low/Medium,,LCB,2019-07-01,2022,,,69,29,48,46,68,74,
J. Iglesias,30,171,69,Uruguay,Clermont Foot 63,68,68,Right,High/Medium,,RDM,2017-01-30,2021,,,65,57,67,67,62,66,
E. Kaş,27,183,75,Turkey,Yeni Malatyaspor,68,68,Left,Medium/High,,LB,2018-08-10,2020,,,75,62,66,73,65,66,Argues with Officials
T. van Weert,29,180,73,Netherlands,Aalborg BK,68,68,Right,High/Medium,,ST,2018-08-29,2021,,,66,68,51,64,27,69,Beat Offside Trap
Vasco Rocha,30,182,70,Portugal,FC Paços de Ferreira,68,68,Right,Medium/Medium,,SUB,2014-07-01,2020,,,66,60,67,68,60,67,
J. Miño,31,181,83,Argentina,Deportes Iquique,68,68,Right,Medium/High,#Strength,LCM,2018-01-31,2019,,,72,50,57,57,65,85,
M. Barbieri,28,163,76,Argentina,Deportes Iquique,68,68,Right,High/Medium,#Acrobat,SUB,2019-01-21,2024,,,78,63,64,70,37,50,Early Crosser
Dani Ramírez,27,175,70,Spain,LKS Lodz,68,68,Left,High/Low,,RM,2018-07-01,2020,,,70,63,66,71,36,60,"Selfish, Finesse Shot, Crowd Favourite"
Wang Shenchao,30,180,72,China PR,Shanghai SIPG FC,68,68,Right,High/High,,RM,2013-05-21,2020,,,70,29,50,60,67,70,Giant Throw-in
N. Citro,30,172,60,Italy,Frosinone,68,68,Left,High/Medium,,RS,2018-07-13,2021,,,71,67,63,72,25,47,Selfish
M. Ibarra,29,166,65,United States,Minnesota United FC,68,68,Right,High/Medium,,LM,2017-01-05,2024,,,74,64,65,69,54,66,Early Crosser
L. Villarruel,28,173,74,Argentina,Newell's Old Boys,68,68,Right,Medium/High,,SUB,2019-08-02,2020,,,75,49,67,68,63,77,
N. Mazzola,29,188,89,Argentina,Unión de Santa Fe,68,68,Right,Medium/Medium,#Strength,SUB,2019-01-21,2020,,,55,68,43,62,32,78,
N. Omladič,29,180,72,Slovenia,SpVgg Greuther Fürth,68,68,Left,High/Medium,,SUB,2017-07-01,2020,,,70,56,69,72,43,59,Crowd Favourite
Y. Takahagi,32,183,69,Japan,FC Tokyo,68,68,Right,Medium/Medium,,LDM,2017-02-19,2024,,,35,61,68,65,55,61,"Selfish, Finesse Shot, Speed Dribbler (CPU AI Only)"
M. Ordóñez,29,178,74,Colombia,Atlético Huila,68,68,Left,Medium/Medium,,LDM,2018-01-15,2024,,,61,57,68,68,63,72,Leadership
P. Kirkevold,28,185,90,Norway,Hobro IK,68,68,Left,High/High,,RS,2017-07-01,2021,,,67,68,61,64,34,78,"Long Throw-in, Argues with Officials"
Chi Zhongguo,29,174,65,China PR,Beijing Sinobo Guoan FC,68,68,Right,High/High,,SUB,2018-01-01,2020,CDM,28,72,56,62,68,69,67,
M. Taylor,29,176,72,England,Bristol City,68,68,Right,High/Medium,,SUB,2017-01-31,2020,,,77,67,59,68,26,63,Beat Offside Trap
S. Iljutcenko,28,189,82,Russia,Pohang Steelers,68,68,Right,Medium/Medium,,ST,2019-06-29,2024,,,74,67,49,63,36,76,
T. Mrčela,28,195,88,Australia,Perth Glory,68,68,Right,Medium/Medium,"#Aerial Threat, #Strength",RCB,2018-06-15,2020,,,48,32,44,45,67,83,
Z. Yıldırım,28,180,75,Turkey,Antalyaspor,68,68,Right,Medium/Medium,,SUB,2012-08-17,2020,,,69,59,60,66,69,71,
L. Gör,28,187,85,Turkey,Alanyaspor,68,68,Left,Low/High,,RES,2019-07-18,2021,,,34,26,42,50,67,76,
J. Pérez,30,174,67,Colombia,Atlético Bucaramanga,68,68,Right,Medium/Low,,LM,2016-02-12,2020,,,64,66,70,68,42,54,
A. Camargo,30,175,68,Argentina,CD Universidad de Concepción,68,68,Right,Medium/Medium,,LCM,2015-06-01,2020,,,55,44,67,63,62,76,
Josan,29,174,68,Spain,Elche CF,68,68,Right,Medium/Medium,,SUB,2018-01-01,2020,,,84,59,61,72,35,49,
J. Sabbatini,31,175,71,Uruguay,FC Lugano,68,68,Right,High/Medium,,RCM,2012-08-28,2022,,,67,56,66,69,59,68,Avoids Using Weaker Foot
J. Parraguez,29,183,86,Chile,Colo-Colo,68,68,Right,High/Low,#Strength,SUB,2019-02-01,2019,,,52,69,50,62,26,78,Beat Offside Trap
Fredinho Mutto,27,178,78,Brazil,Bahia,68,68,Left,Medium/Medium,,SUB,2015-01-01,2022,,,71,46,65,53,64,68,"Injury Prone, Leadership"
Anselmo Meirás,35,177,75,Brazil,Bahia,68,68,Right,Low/Medium,,SUB,2015-01-01,2022,,,69,44,58,53,68,61,
Nosberto Vila,35,176,75,Brazil,Avaí FC,68,68,Right,High/Medium,,SUB,2012-01-01,2022,,,60,56,63,68,68,70,
Eder Pinhanços,35,178,75,Brazil,Botafogo,68,68,Left,Medium/Medium,,SUB,2016-06-07,2022,,,52,31,47,39,73,61,
Kauã Zanson,35,179,72,Brazil,Fluminense,68,68,Right,Medium/Medium,,SUB,2015-01-01,2022,,,67,45,49,61,70,58,
Jadson Castrelo,35,186,81,Brazil,Fluminense,68,68,Right,High/Low,,SUB,2015-12-29,2022,,,55,51,57,62,66,79,Diver
Adão Morrinhos,27,177,73,Brazil,Fluminense,68,68,Right,Medium/Medium,,LS,2016-03-17,2022,,,69,72,54,65,23,63,Beat Offside Trap
Arthur Silbeira,35,178,78,Brazil,Santos,68,68,Right,Medium/Medium,,SUB,2014-01-01,2022,,,64,71,57,68,29,60,Argues with Officials
Jessé Ferdeira,27,181,80,Brazil,CSA - AL,68,68,Left,Medium/Medium,,SUB,2015-02-01,2022,,,65,53,64,56,68,69,Dives Into Tackles (CPU AI Only)
Ataúlfo Anjos,27,186,76,Brazil,CSA - AL,68,68,Right,Medium/Medium,,SUB,2015-02-01,2022,,,72,54,59,67,69,74,
Helito Caldeira,35,188,82,Brazil,Fluminense,68,68,Right,Medium/Medium,,SUB,2016-08-22,2022,,,64,54,60,63,68,70,
Mauriçio Clerez,27,189,81,Brazil,Goiás,68,68,Right,Medium/Medium,,SUB,2015-02-01,2022,,,60,46,58,55,70,67,
Lucas Medeirão,35,179,74,Brazil,Botafogo,68,68,Right,High/Medium,,SUB,2012-07-01,2019,,,62,66,60,68,34,53,Crowd Favourite
Dener Rolim,31,178,78,Brazil,Bahia,68,68,Right,High/Medium,,SUB,2016-03-10,2022,,,63,63,63,69,28,65,"Long Throw-in, Speed Dribbler (CPU AI Only), Crowd Favourite"
Adão Salvadaldo,35,174,69,Brazil,Atlético Paranaense,68,68,Left,Medium/Medium,,SUB,2016-06-23,2022,,,76,70,50,76,26,50,"Selfish, Crowd Favourite"
Kaio Figueiras,27,177,71,Brazil,Atlético Paranaense,68,68,Left,High/Medium,,SUB,2015-02-01,2022,,,72,51,65,67,64,69,
F. Picault,28,173,64,United States,Philadelphia Union,68,68,Right,High/Medium,,LS,2017-02-02,2022,,,87,66,62,71,40,49,Diver
A. Marchesano,28,168,62,Switzerland,FC Zürich,68,68,Right,Medium/Medium,,CAM,2015-09-01,2020,,,68,58,68,74,46,43,"Injury Free, Finesse Shot, Crowd Favourite"
Y. Mutō,30,170,68,Japan,Urawa Red Diamonds,68,68,Right,High/Medium,,RF,2015-01-01,2022,,,72,69,64,67,39,68,
H. Okuno,29,171,67,Japan,Cerezo Osaka,68,68,Right,High/Medium,,CF,2019-01-05,2022,,,69,65,66,69,37,72,
S. Sasaki,29,176,70,Japan,Sanfrecce Hiroshima,68,68,Left,Medium/High,,LCB,2015-01-10,2022,,,70,31,53,66,67,67,Power Free-Kick
T. Nakagawa,26,161,57,Japan,Yokohama F. Marinos,68,68,Right,High/Medium,#Acrobat,RM,2015-01-01,2022,,,83,65,54,73,23,63,Early Crosser
K. Mizunuma,29,176,72,Japan,Cerezo Osaka,68,68,Right,High/Low,,RM,2016-01-04,2022,,,66,61,65,69,38,67,Diver
D. Suzuki,29,182,74,Japan,Urawa Red Diamonds,68,68,Right,Medium/High,,SUB,2019-01-05,2022,,,68,36,58,61,67,73,Avoids Using Weaker Foot
S. Hlanti,29,182,78,South Africa,South Africa,68,68,Left,Medium/Medium,,,,,LB,18,71,34,60,65,68,62,Dives Into Tackles (CPU AI Only)
Vágner Norteiro,35,166,62,Brazil,Chapecoense,68,68,Right,Medium/Medium,,SUB,2016-01-01,2022,,,76,55,66,71,64,46,
Márcio Velinha,31,188,86,Brazil,Chapecoense,68,68,Right,Medium/Medium,,SUB,2016-01-01,2022,,,,,,,,,
Jorgino Baumer,35,178,69,Brazil,Chapecoense,68,68,Right,Medium/Medium,,SUB,2016-01-01,2022,,,63,60,64,72,31,53,
Adrián Maideira,35,170,66,Brazil,Goiás,68,68,Left,Medium/Medium,,SUB,2016-01-01,2022,,,79,69,61,68,33,59,
Davide Eustáquio,27,178,72,Brazil,Santos,68,68,Right,Medium/Low,,SUB,2016-01-01,2022,,,69,62,62,69,33,53,
Jonaldo Santoso,27,186,80,Brazil,Avaí FC,68,68,Left,Medium/Medium,,SUB,2016-01-01,2022,,,60,68,50,61,34,66,
J. Chancellor,27,198,86,Venezuela,Brescia,68,68,Right,Medium/Medium,#Strength,SUB,2019-07-19,2022,SUB,4,52,44,43,46,66,75,Long Passer (CPU AI Only)
S. Skarlatidis,28,174,71,Germany,1. FC Kaiserslautern,68,68,Right,Medium/Medium,,SUB,2019-07-01,2021,,,79,62,64,70,29,56,Crowd Favourite
M. Manias,29,189,83,Greece,Pogoń Szczecin,68,68,Right,High/Medium,,SUB,2019-07-01,2022,,,69,69,54,63,29,68,
Getterson,28,177,72,Brazil,Clube Sport Marítimo,68,68,Right,Medium/Medium,,ST,2019-01-20,2020,,,75,65,53,68,27,74,Argues with Officials
N. Siega,28,178,73,Italy,Pisa,68,68,Left,Medium/Medium,,RCM,2019-07-15,2021,,,79,58,64,72,60,64,Early Crosser
E. Sakic,28,177,70,Austria,SK Sturm Graz,68,68,Left,Medium/Medium,,RB,2019-07-01,2021,,,75,51,64,65,67,64,
Daniel Mestrança,35,185,74,Brazil,Avaí FC,68,68,Left,Medium/Medium,,SUB,2016-02-01,2022,,,62,47,59,63,69,68,
Freddy Cardouso,31,172,70,Brazil,Avaí FC,68,68,Left,Medium/Low,,SUB,2016-02-01,2022,,,65,56,70,71,40,55,Finesse Shot
Heitor Mutto,27,180,75,Brazil,CSA - AL,68,68,Left,Medium/Medium,,SUB,2016-02-01,2022,,,64,67,62,71,26,53,
Enzio Julião,35,185,78,Brazil,Bahia,68,68,Right,Medium/Medium,,ST,2016-02-01,2022,,,74,65,55,68,34,66,
R. Matsuda,27,171,69,Japan,Cerezo Osaka,68,68,Right,Medium/High,,RB,2016-01-08,2022,,,82,33,61,65,61,77,
D. Hägele,30,186,76,Germany,FC Würzburger Kickers,68,68,Right,Medium/Medium,,LDM,2018-07-01,2020,,,66,58,64,63,63,76,
K. Gjasula,29,192,84,Albania,SC Paderborn 07,68,68,Right,Medium/Medium,#Strength,LDM,2018-07-01,2020,,,40,50,59,52,63,84,"Injury Prone, Long Passer (CPU AI Only)"
R. Rep,29,177,72,Slovenia,TSV Hartberg,68,68,Left,Medium/Medium,,CAM,2018-07-04,2020,,,73,68,65,67,31,63,Outside Foot Shot
M. Tchokounté,30,191,90,France,Stade Malherbe Caen,68,68,Right,Medium/Medium,#Strength,LS,2018-07-10,2021,,,52,66,51,58,24,80,
T. Mkhize,30,179,72,South Africa,South Africa,68,68,Right,Medium/Medium,,,,,RB,5,71,48,57,66,66,63,Avoids Using Weaker Foot
A. Mulenga,29,178,70,Zambia,Orlando Pirates,68,68,Right,Medium/Medium,,SUB,2018-01-30,2021,,,73,72,60,65,33,63,
Gonzalo Verdú,30,185,80,Spain,Elche CF,68,68,Right,High/Medium,,RCB,2017-07-01,2020,,,60,48,53,56,68,75,
Jorge Félix,27,175,68,Spain,Piast Gliwice,68,68,Right,Medium/Medium,,RS,2018-06-07,2020,,,74,63,64,68,29,60,Crowd Favourite
D. Zagorac,32,186,80,Croatia,Dinamo Zagreb,68,68,Right,Medium/Medium,,SUB,2016-07-11,2022,,,,,,,,,
N. Fujimoto,29,175,69,Japan,Vissel Kobe,68,68,Right,Medium/Low,,SUB,2019-08-07,2021,,,77,67,54,65,28,62,
G. Velázquez,28,180,78,Paraguay,FC Juárez,68,68,Right,High/High,,RCB,2019-07-01,2022,,,82,30,43,47,68,70,
N. Aoyama,32,182,75,Japan,Gamba Osaka,68,68,Right,Medium/Medium,,SUB,2019-01-07,2020,,,51,41,52,51,68,69,
G. Ortiz,30,187,84,Paraguay,Once Caldas,68,68,Left,Medium/Medium,,GK,2018-01-05,2022,,,,,,,,,Second Wind
I. Ahmed,35,192,88,United Arab Emirates,Al Ain FC,68,68,Right,Medium/Medium,#Strength,RCB,2008-07-01,2022,,,49,47,44,47,65,77,Long Passer (CPU AI Only)
B. Al Ahbabi,28,169,62,United Arab Emirates,Al Ain FC,68,68,Right,High/Medium,,RB,2016-10-16,2024,,,83,55,64,69,59,53,
J. Rodríguez,29,173,67,Argentina,FC Botoşani,68,68,Right,Medium/Medium,,RDM,2017-09-01,2021,,,64,65,65,70,57,65,
D. Rusu,28,180,75,Moldova,Politehnica Iaşi,68,68,Right,Medium/Medium,,GK,2018-01-30,2023,,,,,,,,,
M. Gagliardo,36,179,73,Argentina,Arsenal de Sarandí,68,68,Right,Medium/Medium,,GK,2018-07-03,2020,,,,,,,,,"Avoids Using Weaker Foot, Flair Passes"
J. Mejídez,34,168,62,Ecuador,Ecuador,68,68,Right,Medium/Low,,,,,SUB,19,77,59,62,72,29,49,Crowd Favourite
R. Mandive,34,180,89,Ecuador,Ecuador,68,68,Right,Low/Medium,,,,,SUB,18,58,59,64,63,67,66,
R. Castillo,27,183,79,Honduras,CD Tondela,68,68,Right,High/Low,,SUB,2019-07-17,2022,,,75,69,51,65,23,59,
M. Greenwood,17,187,65,England,Manchester United,67,87,Left,Medium/Medium,,SUB,2018-10-02,2020,,,76,66,61,68,36,59,"Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite"
E. Ampadu,18,182,72,Wales,RB Leipzig,67,86,Right,Medium/Medium,,RES,,2020,SUB,18,61,30,54,59,66,66,
P. Pellegri,18,188,80,Italy,AS Monaco,67,86,Right,Medium/Medium,,RES,2018-01-27,2022,,,68,65,54,66,20,63,Power Free-Kick
O. Skipp,18,175,70,England,Tottenham Hotspur,67,86,Right,Medium/High,,RES,2017-09-16,2021,,,63,45,63,63,62,62,Injury Prone
J. Arp,19,184,78,Germany,FC Bayern München,67,85,Right,Medium/Medium,,SUB,2019-07-01,2023,,,69,64,49,70,22,55,
J. Carranza,19,182,75,Argentina,Club Atlético Banfield,67,85,Right,High/Medium,,RES,2019-07-26,2020,,,69,65,54,66,33,61,Beat Offside Trap
R. Gravenberch,17,190,79,Netherlands,Ajax,67,85,Right,Medium/Medium,,RES,2018-07-01,2021,,,72,61,67,71,54,67,
J. Álvarez,19,170,71,Argentina,River Plate,67,85,Right,High/Low,,RES,2018-08-30,2021,,,75,66,60,71,27,45,
J. Willock,19,184,71,England,Arsenal,67,84,Right,High/Medium,,SUB,2016-07-01,2022,,,73,53,64,68,54,66,
J. Sargent,19,185,79,United States,SV Werder Bremen,67,84,Right,High/Medium,,SUB,2018-02-20,2022,,,76,65,52,68,35,62,
J. Clarke,18,181,74,England,Leeds United,67,84,Right,Medium/Medium,,SUB,,2020,,,78,60,61,72,25,55,Crowd Favourite
S. Diop,19,175,65,France,AS Monaco,67,84,Right,Medium/Low,,RES,2018-07-01,2023,,,75,58,64,71,31,42,
L. Nmecha,20,185,80,Germany,VfL Wolfsburg,67,83,Right,High/Medium,,RES,2016-08-31,2021,,,79,63,50,66,28,69,
L. Itter,20,183,74,Germany,SC Freiburg,67,83,Left,High/Medium,,SUB,2019-07-01,2022,,,69,44,63,68,66,61,
J. Beyer,19,187,80,Germany,Borussia Mönchengladbach,67,83,Right,Medium/Medium,,SUB,2018-02-18,2022,,,69,34,54,62,68,67,
David Tavares,20,181,78,Portugal,SL Benfica,67,83,Left,High/High,,RES,2018-03-28,2024,,,74,56,60,70,59,78,"Injury Prone, Early Crosser"
M. Kudus,18,175,70,Ghana,FC Nordsjælland,67,83,Left,High/Medium,#Acrobat,RCM,2018-08-02,2021,,,85,58,63,77,49,69,"Selfish, Early Crosser, Crowd Favourite"
S. Sosa,20,179,78,Argentina,River Plate,67,83,Right,Medium/Medium,,RES,2018-08-30,2021,,,61,56,59,62,64,72,
L. Mbe Soh,18,188,80,France,Paris Saint-Germain,67,83,Right,Medium/Medium,,RES,2019-04-30,2021,,,63,29,50,48,66,69,
A. Muric,20,197,81,Kosovo,Nottingham Forest,67,82,Right,Medium/Medium,,GK,2017-07-27,2024,,,,,,,,,Swerve Pass
C. Durkin,19,183,75,United States,DC United,67,82,Right,Medium/Medium,,SUB,2016-06-14,2019,,,60,45,61,59,65,67,
Oriol Busquets,20,185,77,Spain,FC Barcelona,67,82,Right,Medium/Medium,,RES,2017-07-01,2021,,,51,43,63,63,64,67,
Carles Pérez,21,172,65,Spain,FC Barcelona,67,82,Left,Medium/Medium,,RES,2017-07-01,2020,,,79,71,61,70,36,51,
Miranda,19,185,76,Spain,FC Barcelona,67,82,Left,Medium/Medium,,RES,2018-07-01,2021,,,67,39,59,62,65,57,
Hugo Duro,19,171,70,Spain,Getafe CF,67,82,Left,Medium/Medium,,RES,2017-07-01,2022,,,65,67,43,65,29,53,
Andrés Martín,19,170,66,Spain,Rayo Vallecano,67,82,Left,Medium/Medium,,SUB,2019-07-01,2024,,,74,65,58,70,27,49,Early Crosser
R. Bellanova,19,185,78,Italy,FC Girondins de Bordeaux,67,82,Right,High/Medium,,SUB,2019-01-31,2023,,,71,31,53,61,65,65,
Alex Sola,20,178,75,Spain,CD Numancia,67,82,Right,High/Medium,,RB,,2020,,,73,43,59,62,62,66,
T. Chalobah,19,190,75,England,Huddersfield Town,67,81,Right,Medium/Medium,,SUB,,2020,,,69,39,57,64,67,70,
G. Maggiore,21,184,69,Italy,Spezia,67,81,Right,Medium/Medium,,SUB,2016-07-01,2023,,,61,53,61,64,61,67,
N. Bajrami,20,179,68,Switzerland,Empoli,67,81,Right,Medium/Medium,,SUB,2017-02-01,2022,,,74,60,67,67,57,64,
R. Porteous,20,185,68,Scotland,Hibernian,67,81,Right,Medium/High,,SUB,2016-06-30,2023,,,68,28,36,45,65,77,"Power Free-Kick, Injury Prone"
A. Sambi Lokonga,19,183,73,Belgium,RSC Anderlecht,67,81,Right,Medium/Medium,,RES,2017-11-10,2020,,,68,44,67,73,53,61,
L. Cacace,18,184,72,New Zealand,Wellington Phoenix,67,81,Left,High/Low,,LB,2016-07-01,2020,LB,4,75,53,66,68,61,73,"Inflexible, Dives Into Tackles (CPU AI Only), Early Crosser, Finesse Shot"
C. Doucouré,19,180,73,Mali,Racing Club de Lens,67,81,Right,Medium/Medium,,SUB,2018-07-01,2021,,,71,42,63,66,64,66,
K. Scherpen,19,202,85,Netherlands,Ajax,67,81,Right,Medium/Medium,,RES,2019-07-01,2023,,,,,,,,,
H. Dervişoğlu,19,183,76,Turkey,Sparta Rotterdam,67,81,Right,Medium/Medium,,LS,2018-07-01,2021,,,76,62,57,68,29,58,"Speed Dribbler (CPU AI Only), Crowd Favourite"
T. Adarabioyo,21,196,80,England,Blackburn Rovers,67,80,Right,Medium/Medium,,SUB,2014-10-01,2021,,,59,29,46,55,67,70,
K. Bielik,21,194,78,Poland,Derby County,67,80,Right,Medium/High,,SUB,2019-08-02,2024,,,60,45,61,64,67,70,
B. Rovira,22,177,80,Colombia,Atlético Nacional,67,80,Right,Medium/Medium,,SUB,2014-07-03,2019,,,57,59,65,61,66,72,
Diego Alende,21,184,76,Spain,Real Valladolid CF,67,80,Right,Medium/Medium,,RES,2019-07-04,2022,,,45,26,42,46,67,69,
C. McLennan,19,182,69,Scotland,Aberdeen,67,80,Right,Medium/Medium,,RM,2015-07-01,2021,,,75,60,60,68,22,61,
F. Kadioglu,19,173,64,Netherlands,Fenerbahçe SK,67,80,Right,Medium/Medium,,SUB,2018-07-14,2022,,,72,59,65,71,33,55,"Selfish, Outside Foot Shot, Crowd Favourite"
R. Yates,21,190,77,England,Nottingham Forest,67,80,Right,High/High,#Engine,SUB,2016-07-01,2021,,,66,57,59,64,66,80,"Injury Prone, Avoids Using Weaker Foot, Giant Throw-in"
G. Berterame,20,178,72,Argentina,Atlético de San Luis,67,80,Right,High/Low,,SUB,,2020,,,77,62,56,67,32,67,
Barrenetxea,17,178,65,Spain,Real Sociedad,67,80,Right,Medium/Medium,,SUB,2018-12-21,2025,,,72,66,59,70,24,37,
F. Delorenzi,21,179,71,Argentina,Deportivo Cali,67,80,Right,Medium/High,,SUB,,2019,,,60,29,45,45,67,70,
M. El Hacen,21,181,79,Mauritania,Real Valladolid CF,67,80,Right,Medium/High,,RES,2018-07-24,2020,,,42,38,52,56,68,77,
R. Vaca,20,176,61,Bolivia,Bolivia,67,80,Right,High/Low,,,,,SUB,20,72,65,62,69,26,36,
R. Oxford,20,191,78,England,FC Augsburg,67,79,Right,Medium/Medium,,SUB,2019-08-02,2023,,,69,33,52,55,66,69,
K. Soni,21,183,76,Cameroon,Girona FC,67,79,Left,Medium/Medium,,SUB,2017-07-21,2022,,,79,60,59,71,44,67,Injury Free
R. Nyambe,21,182,76,Namibia,Blackburn Rovers,67,79,Right,Low/Medium,,SUB,2015-07-01,2021,,,77,32,54,64,65,72,
Aitor Buñuel,21,173,70,Spain,Racing Santander,67,79,Right,High/Medium,,RB,2018-07-17,2020,,,77,37,58,65,62,67,
Joni Montiel,20,173,67,Spain,Rayo Vallecano,67,79,Left,Medium/Low,,SUB,2016-01-01,2021,,,63,58,63,68,44,41,
A. Hadžiahmetović,22,179,70,Bosnia Herzegovina,Atiker Konyaspor,67,79,Right,Medium/High,,SUB,2016-02-01,2020,,,69,56,65,68,56,69,Argues with Officials
J. Ruiz,21,188,82,France,FC Sion,67,79,Right,Medium/Medium,,SUB,2019-07-08,2022,,,69,42,58,60,65,71,
S. Jurado,21,185,80,Mexico,Tiburones Rojos de Veracruz,67,79,Right,Medium/Medium,,GK,2017-07-14,2022,,,,,,,,,
J. Masson,21,182,76,France,Valenciennes FC,67,79,Left,Medium/Medium,,SUB,2017-11-13,2021,,,64,37,58,57,65,74,
T. Edwards,20,175,76,England,Stoke City,67,79,Right,High/High,,SUB,2016-08-11,2022,,,76,42,62,63,62,72,
E. Demirović,21,185,80,Bosnia Herzegovina,Deportivo Alavés,67,79,Right,Medium/Medium,,RES,2017-07-01,2021,,,62,70,43,63,36,68,
M. Carraro,21,187,74,Italy,Perugia,67,79,Left,Medium/Medium,,SUB,,2020,,,57,55,65,66,64,66,
M. Ojeda,20,179,78,Argentina,Club Atlético Huracán,67,79,Left,Medium/Medium,,SUB,,2020,,,76,54,62,70,29,58,
O. Moruţan,20,172,71,Romania,FCSB (Steaua),67,79,Left,Medium/Low,,SUB,2018-07-01,2023,,,72,56,58,74,32,63,
A. Lioi,22,174,67,Argentina,Korona Kielce,67,79,Right,Medium/Medium,,SUB,,2020,,,70,58,61,70,52,57,
J. López Pissano,22,180,68,Argentina,Rosario Central,67,79,Left,Medium/Medium,,RES,2018-01-01,2022,,,72,47,63,73,41,59,"Selfish, Crowd Favourite"
A. Danzi,20,175,70,Italy,Hellas Verona,67,79,Right,Medium/Medium,,SUB,2015-06-01,2021,,,61,42,66,66,60,58,
